"id","year","active_year","type_of_violence","conflict_new_id","conflict_name","dyad_new_id","dyad_name","side_a_new_id","gwnoa","side_a","side_b_new_id","gwnob","side_b","number_of_sources","source_article","source_office","source_date","source_headline","source_original","where_prec","where_coordinates","adm_1","adm_2","latitude","longitude","geom_wkt","priogrid_gid","country","country_id","region","event_clarity","date_prec","date_start","date_end","deaths_a","deaths_b","deaths_civilians","deaths_unknown","low","best","high"
60595,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 07 Jul 09","",NA,"","",2,"Charmang Town","Federally Administered Tribal Areas","Bajaur Agency",34.870563,71.425273,"POINT (71.425273 34.870563)",179783,"Pakistan",770,"Asia",1,1,"2009-07-06","2009-07-06",0,0,0,4,4,4,4
54395,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1135gmt 07 Jul 09","",NA,"","ISPR spokesman",3,"Bannu District","Khyber Pakhtunkwa Province","Bannu District",32.903565,70.636761,"POINT (70.636761 32.903565)",176902,"Pakistan",770,"Asia",1,1,"2009-07-07","2009-07-07",0,0,0,1,1,1,1
57576,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1135gmt 07 Jul 09","",NA,"","ISPR spokesman",1,"Bararai Town","Khyber Pakhtunkwa Province","Upper Dir District",34.959057,72.12401,"POINT (72.124010 34.959057)",179785,"Pakistan",770,"Asia",1,1,"2009-07-07","2009-07-07",0,0,0,1,1,1,1
57577,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1135gmt 07 Jul 09","",NA,"","ISPR spokesman",1,"Shukhdarra Town","Khyber Pakhtunkwa Province","Swat District",34.963187,72.3688,"POINT (72.368800 34.963187)",179785,"Pakistan",770,"Asia",1,1,"2009-07-07","2009-07-07",0,0,0,2,2,2,2
188001,2009,1,1,418,"United States of America:Government",878,"Government of United States of America - al-Qaida ",3,"2","Government of United States of America",769,NA,"al-Qaida ",-1,"Reuters 7/7, AP 7/7, The Nation website, Islamabad, in English 08 Jul 09, Geo News TV website, Karachi, in English 09 Jul 09","",NA,"","",2,"Ladha Town","Federally Administered Tribal Areas","South Waziristan",32.561667,69.841111,"POINT (69.841111 32.561667)",176900,"Pakistan",770,"Asia",1,1,"2009-07-07","2009-07-07",0,12,0,0,12,12,16
50381,2009,1,1,264,"Myanmar (Burma):Shan",550,"Government of Myanmar (Burma) - RCSS",144,"775","Government of Myanmar (Burma)",256,NA,"RCSS",-1,"S.H.A.N. 17/7 2009","",NA,"","",4,"Shan State","Shan State","",22,98,"POINT (98.000000 22.000000)",161837,"Myanmar (Burma)",775,"Asia",1,1,"2009-07-08","2009-07-08",2,0,0,0,2,2,2
188002,2009,1,1,418,"United States of America:Government",878,"Government of United States of America - al-Qaida ",3,"2","Government of United States of America",769,NA,"al-Qaida ",-1,"AP 8/7, Reuters 8/7","",NA,"","",2,"Manza Town","Federally Administered Tribal Areas","South Waziristan",32.6519,69.9056,"POINT (69.905600 32.651900)",176900,"Pakistan",770,"Asia",1,1,"2009-07-08","2009-07-08",0,0,0,35,35,35,50
188003,2009,1,1,418,"United States of America:Government",878,"Government of United States of America - al-Qaida ",3,"2","Government of United States of America",769,NA,"al-Qaida ",-1,"AP 8/7, Reuters 8/7","",NA,"","",2,"Manza Town","Federally Administered Tribal Areas","South Waziristan",32.6519,69.9056,"POINT (69.905600 32.651900)",176900,"Pakistan",770,"Asia",1,1,"2009-07-08","2009-07-08",0,0,0,6,6,6,10
54790,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 0936gmt 10 Jul 09","",NA,"","ISPR spokesman",3,"Swat District","Khyber Pakhtunkwa Province","Swat District",35.241602,72.499333,"POINT (72.499333 35.241602)",180505,"Pakistan",770,"Asia",1,1,"2009-07-09","2009-07-09",0,0,0,1,1,1,1
55211,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 0936gmt 10 Jul 09","",NA,"","ISPR spokesman",2,"Malam Jabba Town","Khyber Pakhtunkwa Province","Swat District",34.799722,72.571667,"POINT (72.571667 34.799722)",179786,"Pakistan",770,"Asia",1,1,"2009-07-09","2009-07-09",0,0,0,2,2,2,2
56796,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Geo News TV website, Karachi, in English 09 Jul 09","",NA,"","",1,"Kaniguram Town","Federally Administered Tribal Areas","South Waziristan",32.518056,69.784722,"POINT (69.784722 32.518056)",176900,"Pakistan",770,"Asia",1,1,"2009-07-09","2009-07-09",0,0,0,3,3,3,2
192726,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Geo News TV website, Karachi, in English 09 Jul 09","",NA,"","",2,"Ladha Town","Federally Administered Tribal Areas","South Waziristan",32.561667,69.841111,"POINT (69.841111 32.561667)",176900,"Pakistan",770,"Asia",1,1,"2009-07-09","2009-07-09",0,0,0,3,3,3,3
192727,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Geo News TV website, Karachi, in English 09 Jul 09","",NA,"","",1,"Katsa Langarkhel village","Federally Administered Tribal Areas","South Waziristan",32.534722,69.820556,"POINT (69.820556 32.534722)",176900,"Pakistan",770,"Asia",1,1,"2009-07-09","2009-07-09",0,0,0,3,3,3,3
192728,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Geo News TV website, Karachi, in English 09 Jul 09","",NA,"","",3,"South Waziristan","Federally Administered Tribal Areas","South Waziristan",32.303972,69.682074,"POINT (69.682074 32.303972)",176180,"Pakistan",770,"Asia",1,1,"2009-07-09","2009-07-09",0,0,0,3,3,3,4
57579,2009,1,1,418,"United States of America:Government",878,"Government of United States of America - al-Qaida ",3,"2","Government of United States of America",769,NA,"al-Qaida ",-1,"AP 10/7, Geo News TV website, Karachi, in English 10 Jul 09","",NA,"","",1,"Kundsarai village","Federally Administered Tribal Areas","South Waziristan",32.3475,69.695556,"POINT (69.695556 32.347500)",176180,"Pakistan",770,"Asia",1,1,"2009-07-10","2009-07-10",0,0,0,0,0,0,3
57580,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Dawn website, Karachi, in English 12 Jul 09","",NA,"","",2,"Sambaza Area","Balochistan Province","Zhob District",31.811176,69.337574,"POINT (69.337574 31.811176)",175459,"Pakistan",770,"Asia",1,1,"2009-07-10","2009-07-10",0,0,0,10,10,10,10
60660,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"AP 10/7","",NA,"","",3,"Bajaur Agency","Federally Administered Tribal Areas","Bajaur Agency",34.757318,71.490673,"POINT (71.490673 34.757318)",179783,"Pakistan",770,"Asia",1,1,"2009-07-10","2009-07-10",0,0,0,10,10,10,10
60672,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"AP 10/7","",NA,"","",1,"Khar Town","Federally Administered Tribal Areas","Bajaur Agency",34.613448,71.938726,"POINT (71.938726 34.613448)",179784,"Pakistan",770,"Asia",1,1,"2009-07-10","2009-07-10",4,0,0,0,4,4,4
57582,2009,1,3,530,"TTP - Civilians",997,"TTP - Civilians",356,"","TTP",1,NA,"Civilians",-1,"The News website, Islamabad, in English 13 Jul 09","",NA,"","",1,"Malikpur Village","Khyber Pakhtunkwa Province","Buner District",34.615788,72.444705,"POINT (72.444705 34.615788)",179785,"Pakistan",770,"Asia",1,1,"2009-07-12","2009-07-12",0,0,3,0,3,3,3
57585,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"AP 12/7, Geo News TV website, Karachi, in English 12 Jul 09","",NA,"","intelligence officials",5,"Wana-Jandola road (South Waziristan)","Federally Administered Tribal Areas","South Waziristan",32.222157,69.763556,"POINT (69.763556 32.222157)",176180,"Pakistan",770,"Asia",1,1,"2009-07-12","2009-07-12",0,0,0,8,8,8,11
60303,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"AP 12/7","",NA,"","",3,"South Waziristan","Federally Administered Tribal Areas","South Waziristan",32.303972,69.682074,"POINT (69.682074 32.303972)",176180,"Pakistan",770,"Asia",1,1,"2009-07-12","2009-07-12",1,0,0,0,1,1,1
60598,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 12 Jul 09","",NA,"","",2,"Charmang Town","Federally Administered Tribal Areas","Bajaur Agency",34.870563,71.425273,"POINT (71.425273 34.870563)",179783,"Pakistan",770,"Asia",1,1,"2009-07-12","2009-07-12",0,0,0,3,3,3,3
57587,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1239gmt 14 Jul 09","",NA,"","",1,"Kuza Bandai Town","Khyber Pakhtunkwa Province","Swat District",34.819211,72.372647,"POINT (72.372647 34.819211)",179785,"Pakistan",770,"Asia",1,1,"2009-07-14","2009-07-14",0,0,0,5,5,5,5
57588,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1239gmt 14 Jul 09","",NA,"","",3,"Swat District","Khyber Pakhtunkwa Province","Swat District",35.241602,72.499333,"POINT (72.499333 35.241602)",180505,"Pakistan",770,"Asia",1,1,"2009-07-14","2009-07-14",0,0,0,4,4,4,4
57591,2009,1,2,10732,"Lashkar of Mohmand tribe - TTP",11342,"Lashkar of Mohmand tribe - TTP",2987,"","Lashkar of Mohmand tribe",356,NA,"TTP",-1,"Geo News TV website, Karachi, in English 14 Jul 09, Dawn News TV, Karachi, in English 0000gmt 14 Jul 09","",NA,"","",2,"Ambar Utman Khel Area","Federally Administered Tribal Areas","Mohmand Agency",34.594755,71.455747,"POINT (71.455747 34.594755)",179783,"Pakistan",770,"Asia",1,1,"2009-07-14","2009-07-14",3,15,0,0,18,18,18
60599,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Dawn News TV, Karachi, in English 0000gmt 14 Jul 09","",NA,"","",2,"Ambar Utman Khel Area","Federally Administered Tribal Areas","Mohmand Agency",34.594755,71.455747,"POINT (71.455747 34.594755)",179783,"Pakistan",770,"Asia",1,1,"2009-07-14","2009-07-14",0,0,0,8,8,8,8
49050,2009,1,1,264,"Myanmar (Burma):Shan",550,"Government of Myanmar (Burma) - RCSS",144,"775","Government of Myanmar (Burma)",256,NA,"RCSS",-1,"S.H.A.N. 17/7 2009, 24/7 2009","",NA,"","SSA-S",5,"Kyethi Township","Shan State","Loilen District",21.929133,97.82099,"POINT (97.820990 21.929133)",161116,"Myanmar (Burma)",775,"Asia",1,1,"2009-07-15","2009-07-15",11,0,0,0,11,11,19
57596,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1135gmt 16 Jul 09","",NA,"","military",2,"Loe Namal Town","Khyber Pakhtunkwa Province","Swat District",34.9953,72.3242,"POINT (72.324200 34.995300)",179785,"Pakistan",770,"Asia",1,1,"2009-07-16","2009-07-16",0,0,0,8,8,8,8
57598,2009,1,1,418,"United States of America:Government",878,"Government of United States of America - al-Qaida ",3,"2","Government of United States of America",769,NA,"al-Qaida ",-1,"AP 17/7, Associated Press of Pakistan news agency, Islamabad, in English 1028gmt 18 Jul 09","",NA,"","",1,"Ghariom Village","Federally Administered Tribal Areas","North Waziristan",32.716674,70.000958,"POINT (70.000958 32.716674)",176901,"Pakistan",770,"Asia",1,1,"2009-07-17","2009-07-17",0,0,0,0,0,0,5
52649,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 20 Jul 09","",NA,"","",1,"Sambat Town","Khyber Pakhtunkwa Province","Swat District",34.93994,72.428061,"POINT (72.428061 34.939940)",179785,"Pakistan",770,"Asia",1,1,"2009-07-18","2009-07-18",1,0,0,0,1,1,1
57600,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The Nation website, Islamabad, in English 18 Jul 09","",NA,"","",5,"Upper Tehsil","Federally Administered Tribal Areas","Orakzai Agency",33.67097,70.775148,"POINT (70.775148 33.670970)",178342,"Pakistan",770,"Asia",1,1,"2009-07-18","2009-07-18",0,0,0,12,12,12,12
60600,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 19 Jul 09","",NA,"","",2,"Charmang Valley","Federally Administered Tribal Areas","Bajaur Agency",34.739167,71.386389,"POINT (71.386389 34.739167)",179783,"Pakistan",770,"Asia",1,1,"2009-07-18","2009-07-18",0,0,0,2,2,2,1
192787,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 19 Jul 09","",NA,"","",1,"Rai village","Federally Administered Tribal Areas","Bajaur Agency",34.746165,71.277782,"POINT (71.277782 34.746165)",179783,"Pakistan",770,"Asia",1,1,"2009-07-18","2009-07-18",0,0,0,1,1,1,2
53177,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 20 Jul 09","",NA,"","",1,"Sambat Town","Khyber Pakhtunkwa Province","Swat District",34.93994,72.428061,"POINT (72.428061 34.939940)",179785,"Pakistan",770,"Asia",1,1,"2009-07-19","2009-07-19",0,0,0,1,1,1,1
53348,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 20 Jul 09","",NA,"","ISPR spokesman",2,"Manja Kando Area","Khyber Pakhtunkwa Province","Swat District",34.878402,72.130829,"POINT (72.130829 34.878402)",179785,"Pakistan",770,"Asia",1,1,"2009-07-19","2009-07-19",0,0,0,3,3,3,3
54234,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1054gmt 20 Jul 09","",NA,"","",2,"Dardial Town","Khyber Pakhtunkwa Province","Swat District",34.936153,72.207015,"POINT (72.207015 34.936153)",179785,"Pakistan",770,"Asia",1,1,"2009-07-20","2009-07-20",1,0,0,12,13,13,13
57602,2009,1,1,404,"Pakistan:Government",11336,"Government of Pakistan - Lashkar-e-Islam",142,"770","Government of Pakistan",399,NA,"Lashkar-e-Islam",-1,"SATP","",NA,"","",2,"Sarband Town","Khyber Pakhtunkwa Province","Peshawar District",33.938554,71.486083,"POINT (71.486083 33.938554)",178343,"Pakistan",770,"Asia",1,1,"2009-07-20","2009-07-20",4,0,0,0,4,4,4
54396,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"ssociated Press of Pakistan news agency, Islamabad, in English 1015gmt 21 Jul 09","",NA,"","",2,"Topsin Town","Khyber Pakhtunkwa Province","Swat District",34.894101,72.573766,"POINT (72.573766 34.894101)",179786,"Pakistan",770,"Asia",1,1,"2009-07-21","2009-07-21",0,0,0,1,1,1,1
57603,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"ssociated Press of Pakistan news agency, Islamabad, in English 1015gmt 21 Jul 09","",NA,"","",2,"Dardial Town","Khyber Pakhtunkwa Province","Swat District",34.936153,72.207015,"POINT (72.207015 34.936153)",179785,"Pakistan",770,"Asia",1,1,"2009-07-21","2009-07-21",3,5,0,0,8,8,8
57604,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 24 Jul 09","",NA,"","",2,"Thana Town","Khyber Pakhtunkwa Province","Malakand District",34.644222,72.070398,"POINT (72.070398 34.644222)",179785,"Pakistan",770,"Asia",1,1,"2009-07-23","2009-07-23",1,2,0,0,3,3,3
57606,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1024gmt 24 Jul 09, The News website, Islamabad, in English 25 Jul 09","",NA,"","ISPR spokesman",1,"Allahdand Town","Khyber Pakhtunkwa Province","Malakand District",34.613355,72.016155,"POINT (72.016155 34.613355)",179785,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",1,0,0,2,0,3,3
57607,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 25 Jul 09","",NA,"","villagers",2,"Utror Area","Khyber Pakhtunkwa Province","Swat District",35.566667,72.366667,"POINT (72.366667 35.566667)",181225,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",0,1,0,0,1,1,1
59495,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 25 Jul 09","",NA,"","army",2,"Maidan Valley","Khyber Pakhtunkwa Province","Lower Dir District",34.962705,71.82693,"POINT (71.826930 34.962705)",179784,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",0,0,0,16,16,16,16
59715,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 24 Jul 09","",NA,"","Swat media centre",2,"Manja Kando Area","Khyber Pakhtunkwa Province","Swat District",34.878402,72.130829,"POINT (72.130829 34.878402)",179785,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",0,0,0,6,6,6,6
60293,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 24 Jul 09","",NA,"","ISPR spokesman",3,"Malakand District","Khyber Pakhtunkwa Province","Malakand District",34.536347,71.884702,"POINT (71.884702 34.536347)",179784,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",0,0,0,2,2,2,2
60298,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1024gmt 24 Jul 09","",NA,"","ISPR spokesman",3,"Swat District","Khyber Pakhtunkwa Province","Swat District",35.241602,72.499333,"POINT (72.499333 35.241602)",180505,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",0,0,0,2,2,2,2
60299,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1024gmt 24 Jul 09","",NA,"","ISPR spokesman",1,"Sambat Town","Khyber Pakhtunkwa Province","Swat District",34.93994,72.428061,"POINT (72.428061 34.939940)",179785,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",0,0,0,1,1,1,1
60309,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"The News website, Islamabad, in English 25 Jul 09","",NA,"","security forces",3,"Swat District","Khyber Pakhtunkwa Province","Swat District",35.241602,72.499333,"POINT (72.499333 35.241602)",180505,"Pakistan",770,"Asia",1,1,"2009-07-24","2009-07-24",0,0,0,2,2,2,2
57608,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 0952gmt 25 Jul 09","",NA,"","ISPR spokesman",2,"Torshe Khan Sar Area","Khyber Pakhtunkwa Province","Swat District",34.875127,72.202006,"POINT (72.202006 34.875127)",179785,"Pakistan",770,"Asia",1,1,"2009-07-25","2009-07-25",0,0,0,2,2,2,2
57609,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 0952gmt 25 Jul 09","",NA,"","ISPR spokesman",3,"Swat District","Khyber Pakhtunkwa Province","Swat District",35.241602,72.499333,"POINT (72.499333 35.241602)",180505,"Pakistan",770,"Asia",1,1,"2009-07-25","2009-07-25",0,0,0,1,1,1,1
57610,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 0952gmt 25 Jul 09","",NA,"","ISPR spokesman",1,"Kot Banda Town","Khyber Pakhtunkwa Province","Swat District",35.095868,72.448926,"POINT (72.448926 35.095868)",180505,"Pakistan",770,"Asia",1,1,"2009-07-25","2009-07-25",0,0,0,9,9,9,9
57611,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 0952gmt 25 Jul 09","",NA,"","ISPR spokesman",3,"Swat District","Khyber Pakhtunkwa Province","Swat District",35.241602,72.499333,"POINT (72.499333 35.241602)",180505,"Pakistan",770,"Asia",1,1,"2009-07-25","2009-07-25",0,0,0,1,1,1,1
52300,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1034gmt 27 Jul 09","",NA,"","",1,"Langar Town","Khyber Pakhtunkwa Province","Swat District",34.940556,72.480382,"POINT (72.480382 34.940556)",179785,"Pakistan",770,"Asia",1,1,"2009-07-27","2009-07-27",0,0,0,1,1,1,1
52655,2009,1,1,404,"Pakistan:Government",11336,"Government of Pakistan - Lashkar-e-Islam",142,"770","Government of Pakistan",399,NA,"Lashkar-e-Islam",-1,"SATP","",NA,"","",2,"Akakhel Area","Federally Administered Tribal Areas","Khyber Agency",33.843346,70.983627,"POINT (70.983627 33.843346)",178342,"Pakistan",770,"Asia",1,1,"2009-07-27","2009-07-27",0,0,1,0,1,1,1
49081,2009,0,3,488,"Government of Myanmar (Burma) - Civilians",955,"Government of Myanmar (Burma) - Civilians",144,"775","Government of Myanmar (Burma)",1,NA,"Civilians",-1,"DVB 14/8 2009","",NA,"","Shan Human Rights Foundation (SHRF), the Shan Women’s
Action Network (SWAN) and other Shan community-based organizations",5,"Lai-Kha Township","Shan State","Loilen District",21.272245,97.668024,"POINT (97.668024 21.272245)",160396,"Myanmar (Burma)",775,"Asia",2,4,"2009-07-27","2009-08-14",0,0,3,0,3,3,3
57619,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"r 28/7","",NA,"","villagers",1,"Mingora Town","Khyber Pakhtunkwa Province","Swat District",34.783333,72.366667,"POINT (72.366667 34.783333)",179785,"Pakistan",770,"Asia",1,1,"2009-07-28","2009-07-28",1,0,0,0,1,1,1
57620,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1051gmt 30 Jul 09","",NA,"","",1,"Choga Town","Khyber Pakhtunkwa Province","Swat District",34.699172,72.659292,"POINT (72.659292 34.699172)",179786,"Pakistan",770,"Asia",1,1,"2009-07-30","2009-07-30",0,0,1,0,1,1,1
57621,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Daily Times website, Lahore, in English 01 Aug 09","",NA,"","military statement",1,"Charbagh Village","Khyber Pakhtunkwa Province","Swat District",34.833333,72.441667,"POINT (72.441667 34.833333)",179785,"Pakistan",770,"Asia",1,1,"2009-07-31","2009-07-31",0,0,0,6,6,6,6
57625,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1501gmt 01 Aug 09","",NA,"","",2,"Feroz Khel Area","Federally Administered Tribal Areas","Orakzai Agency",33.756389,70.940833,"POINT (70.940833 33.756389)",178342,"Pakistan",770,"Asia",1,1,"2009-08-01","2009-08-01",0,0,0,2,2,2,2
52818,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1113gmt 02 Aug 09","",NA,"","",3,"Swat District","Khyber Pakhtunkwa Province","Swat District",35.241602,72.499333,"POINT (72.499333 35.241602)",180505,"Pakistan",770,"Asia",1,1,"2009-08-02","2009-08-02",0,0,0,2,2,2,2
57627,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Associated Press of Pakistan news agency, Islamabad, in English 1113gmt 02 Aug 09","",NA,"","",2,"Derai Town","Khyber Pakhtunkwa Province","Swat District",34.80492,72.361134,"POINT (72.361134 34.804920)",179785,"Pakistan",770,"Asia",1,1,"2009-08-02","2009-08-02",0,0,0,2,2,2,2
53178,2009,1,1,325,"Pakistan:Balochistan",711,"Government of Pakistan - BRA",142,"770","Government of Pakistan",289,NA,"BRA",-1,"r 4/8, The Nation website, Islamabad, in English 09 Aug 09","",NA,"","",1,"Quetta Town","Balochistan Province","Quetta District",30.183333,67,"POINT (67.000000 30.183333)",173295,"Pakistan",770,"Asia",1,1,"2009-08-04","2009-08-04",4,0,0,0,4,4,4
57631,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Daily Times website, Lahore, in English 06 Aug 09","",NA,"","ISPR",1,"Goratai Town","Khyber Pakhtunkwa Province","Swat District",34.674034,72.198548,"POINT (72.198548 34.674034)",179785,"Pakistan",770,"Asia",1,1,"2009-08-05","2009-08-05",0,0,0,3,3,3,3
57632,2009,1,1,404,"Pakistan:Government",857,"Government of Pakistan - TTP",142,"770","Government of Pakistan",356,NA,"TTP",-1,"Daily Times website, Lahore, in English 06 Aug 09","",NA,"","ISPR",1,"Kotah Town","Khyber Pakhtunkwa Province","Swat District",34.65,72.152222,"POINT (72.152222 34.650000)",179785,"Pakistan",770,"Asia",1,1,"2009-08-05","2009-08-05",0,0,0,1,1,1,1
