idnum	idacr	year	pop	source
341	MNG	1894	216.24	2
341	MNG	1895	221.95	2
341	MNG	1896	227.80	1
341	MNG	1897	228.24	2
341	MNG	1898	228.68	2
341	MNG	1899	229.12	2
341	MNG	1900	229.56	2
341	MNG	1901	230.00	1
341	MNG	1902	233.87	2
341	MNG	1903	237.80	2
341	MNG	1904	241.80	2
341	MNG	1905	245.87	2
341	MNG	1906	250.00	1
341	MNG	1907	256.64	2
341	MNG	1908	263.45	2
341	MNG	1909	270.45	2
341	MNG	1910	277.63	2
341	MNG	1911	285.00	1
341	MNG	1912	288.35	2
341	MNG	1913	291.74	2
341	MNG	1914	295.16	2
341	MNG	1915	298.63	2
343	MAC	1991	2142.00	2
343	MAC	1992	2162.50	1
343	MAC	1993	2115.00	0
343	MAC	1994	2137.00	0
343	MAC	1995	1963.00	0
343	MAC	1996	2174.00	0
343	MAC	1997	2190.00	0
343	MAC	1998	1999.00	0
343	MAC	1999	2011.00	0
343	MAC	2000	2024.00	0
343	MAC	2001	2024.00	0
343	MAC	2002	2024.00	3
343	MAC	2003	2024.00	3
343	MAC	2004	2024.00	3
344	CRO	1991	4690.60	2
344	CRO	1992	4470.00	0
344	CRO	1993	4641.00	0
344	CRO	1994	4649.00	0
344	CRO	1995	4669.00	0
344	CRO	1996	4494.00	0
344	CRO	1997	4498.00	0
344	CRO	1998	4481.00	0
344	CRO	1999	4477.00	0
344	CRO	2000	4473.00	0
344	CRO	2001	4473.00	0
344	CRO	2002	4473.00	3
344	CRO	2003	4473.00	3
344	CRO	2004	4473.00	3
345	YUG	1918	4104.00	0
345	YUG	1919	11710.00	0
345	YUG	1920	11882.00	0
345	YUG	1921	12059.00	0
345	YUG	1922	12239.00	0
345	YUG	1923	12422.00	0
345	YUG	1924	12607.00	0
345	YUG	1925	12796.00	0
345	YUG	1926	12987.00	0
345	YUG	1927	13181.00	0
345	YUG	1928	13378.00	0
345	YUG	1929	13577.00	0
345	YUG	1930	13780.00	0
345	YUG	1931	13982.00	0
345	YUG	1932	14174.00	0
345	YUG	1933	14369.00	0
345	YUG	1934	14566.00	0
345	YUG	1935	14767.00	0
345	YUG	1936	14970.00	0
345	YUG	1937	15172.00	0
345	YUG	1938	15384.00	0
345	YUG	1939	15596.00	0
345	YUG	1940	15811.00	0
345	YUG	1941	15724.00	0
345	YUG	1942	15637.48	3
345	YUG	1943	14156.07	3
345	YUG	1944	14494.00	0
345	YUG	1945	14840.00	0
345	YUG	1946	15186.00	0
345	YUG	1947	15539.00	0
345	YUG	1948	15901.00	0
345	YUG	1949	16133.00	0
345	YUG	1950	16346.00	0
345	YUG	1951	16588.00	0
345	YUG	1952	16798.00	0
345	YUG	1953	17048.00	0
345	YUG	1954	17284.00	0
345	YUG	1955	17519.00	0
345	YUG	1956	17685.00	0
345	YUG	1957	17859.00	0
345	YUG	1958	18018.00	0
345	YUG	1959	18214.00	0
345	YUG	1960	18402.00	0
345	YUG	1961	18598.00	0
345	YUG	1962	18820.00	0
345	YUG	1963	19044.00	0
345	YUG	1964	19264.00	0
345	YUG	1965	19485.00	0
345	YUG	1966	19735.00	0
345	YUG	1967	19949.00	0
345	YUG	1968	20154.00	0
345	YUG	1969	20210.00	0
345	YUG	1970	20371.00	0
345	YUG	1971	20572.00	0
345	YUG	1972	20772.00	0
345	YUG	1973	20956.00	0
345	YUG	1974	21155.00	0
345	YUG	1975	21352.00	0
345	YUG	1976	21573.00	0
345	YUG	1977	21780.00	0
345	YUG	1978	21974.00	0
345	YUG	1979	22166.00	0
345	YUG	1980	22304.00	0
345	YUG	1981	22471.00	0
345	YUG	1982	22642.00	0
345	YUG	1983	22805.00	0
345	YUG	1984	22966.00	0
345	YUG	1985	23124.00	0
345	YUG	1986	23274.00	0
345	YUG	1987	23417.00	0
345	YUG	1988	23566.00	0
345	YUG	1989	23695.00	0
345	YUG	1990	23818.00	0
345	YUG	1991	23931.00	0
345	YUG	1992	10448.00	0
345	YUG	1993	10482.00	0
345	YUG	1994	10516.00	0
345	YUG	1995	10547.00	0
345	YUG	1996	10574.00	0
345	YUG	1997	10597.00	0
345	YUG	1998	10635.00	0
345	YUG	1999	10637.00	0
345	YUG	2000	10640.00	0
345	YUG	2001	10640.00	0
345	YUG	2002	10640.00	3
345	YUG	2003	10640.00	3
345	YUG	2004	10640.00	3
346	BOS	1992	4409.00	0
346	BOS	1993	4434.00	0
346	BOS	1994	4459.00	0
346	BOS	1995	4484.00	0
346	BOS	1996	4510.00	0
346	BOS	1997	3784.00	0
346	BOS	1998	3675.00	0
346	BOS	1999	3839.00	0
346	BOS	2000	3972.00	0
346	BOS	2001	3928.00	0
346	BOS	2002	3884.49	3
346	BOS	2003	3841.46	3
346	BOS	2004	3798.90	3
349	SLV	1991	1967.97	2
349	SLV	1992	1996.00	0
349	SLV	1993	1991.00	0
349	SLV	1994	1989.00	0
349	SLV	1995	1988.00	0
349	SLV	1996	1991.00	0
349	SLV	1997	1987.00	0
349	SLV	1998	1993.00	0
349	SLV	1999	1989.00	0
349	SLV	2000	1986.00	0
349	SLV	2001	1986.00	0
349	SLV	2002	1902.74	3
349	SLV	2003	1875.77	3
349	SLV	2004	1849.19	3
350	GRC	1827	747.05	3
350	GRC	1828	753.00	0
350	GRC	1829	759.00	0
350	GRC	1830	765.00	0
350	GRC	1831	772.00	0
350	GRC	1832	778.00	0
350	GRC	1833	784.00	0
350	GRC	1834	791.00	0
350	GRC	1835	797.00	0
350	GRC	1836	804.00	0
350	GRC	1837	811.00	0
350	GRC	1838	817.00	0
350	GRC	1839	824.00	0
350	GRC	1840	850.00	0
350	GRC	1841	861.00	0
350	GRC	1842	853.00	0
350	GRC	1843	915.00	0
350	GRC	1844	930.00	0
350	GRC	1845	960.00	0
350	GRC	1846	969.00	0
350	GRC	1847	978.00	0
350	GRC	1848	987.00	0
350	GRC	1849	997.00	0
350	GRC	1850	1006.00	0
350	GRC	1851	1016.00	0
350	GRC	1852	1026.00	0
350	GRC	1853	1036.00	0
350	GRC	1854	1045.00	0
350	GRC	1855	1054.00	0
350	GRC	1856	1063.00	0
350	GRC	1857	1070.00	0
350	GRC	1858	1076.00	0
350	GRC	1859	1083.00	0
350	GRC	1860	1090.00	0
350	GRC	1861	1097.00	0
350	GRC	1862	1114.00	0
350	GRC	1863	1131.00	0
350	GRC	1864	1382.00	0
350	GRC	1865	1395.00	0
350	GRC	1866	1408.00	0
350	GRC	1867	1423.00	0
350	GRC	1868	1436.00	0
350	GRC	1869	1446.00	0
350	GRC	1870	1460.00	0
350	GRC	1871	1480.00	0
350	GRC	1872	1505.00	0
350	GRC	1873	1525.00	0
350	GRC	1874	1547.00	0
350	GRC	1875	1574.00	0
350	GRC	1876	1600.00	0
350	GRC	1877	1628.00	0
350	GRC	1878	1655.00	0
350	GRC	1879	1679.00	0
350	GRC	1880	1702.00	0
350	GRC	1881	1725.00	0
350	GRC	1882	1747.00	0
350	GRC	1883	1769.00	0
350	GRC	1884	1833.00	0
350	GRC	1885	1899.00	0
350	GRC	1886	1967.00	0
350	GRC	1887	2038.00	0
350	GRC	1888	2111.00	0
350	GRC	1889	2187.00	0
350	GRC	1890	2221.00	0
350	GRC	1891	2255.00	0
350	GRC	1892	2290.00	0
350	GRC	1893	2325.00	0
350	GRC	1894	2361.00	0
350	GRC	1895	2397.00	0
350	GRC	1896	2434.00	0
350	GRC	1897	2451.00	0
350	GRC	1898	2469.00	0
350	GRC	1899	2486.00	0
350	GRC	1900	2504.00	0
350	GRC	1901	2522.00	0
350	GRC	1902	2540.00	0
350	GRC	1903	2558.00	0
350	GRC	1904	2576.00	0
350	GRC	1905	2595.00	0
350	GRC	1906	2613.00	0
350	GRC	1907	2632.00	0
350	GRC	1908	2650.00	0
350	GRC	1909	2669.00	0
350	GRC	1910	2688.00	0
350	GRC	1911	2706.00	0
350	GRC	1912	2725.00	0
350	GRC	1913	2744.00	0
350	GRC	1914	4604.00	0
350	GRC	1915	4618.00	0
350	GRC	1916	4632.00	0
350	GRC	1917	4646.00	0
350	GRC	1918	4660.00	0
350	GRC	1919	4674.00	0
350	GRC	1920	5008.00	0
350	GRC	1921	5050.00	0
350	GRC	1922	5097.00	0
350	GRC	1923	6010.00	0
350	GRC	1924	6000.00	0
350	GRC	1925	5957.00	0
350	GRC	1926	6041.00	0
350	GRC	1927	6127.00	0
350	GRC	1928	6210.00	0
350	GRC	1929	6286.00	0
350	GRC	1930	6367.00	0
350	GRC	1931	6462.00	0
350	GRC	1932	6543.00	0
350	GRC	1933	6624.00	0
350	GRC	1934	6726.00	0
350	GRC	1935	6836.00	0
350	GRC	1936	6936.00	0
350	GRC	1937	7028.00	0
350	GRC	1938	7122.00	0
350	GRC	1939	7221.00	0
350	GRC	1940	7319.00	0
350	GRC	1941	7400.00	0
350	GRC	1942	7399.00	1
350	GRC	1943	7426.00	1
350	GRC	1944	7300.00	0
350	GRC	1945	7300.00	0
350	GRC	1946	7400.00	0
350	GRC	1947	7500.00	0
350	GRC	1948	7749.00	0
350	GRC	1949	7856.00	0
350	GRC	1950	7566.00	0
350	GRC	1951	7646.00	0
350	GRC	1952	7733.00	0
350	GRC	1953	7817.00	0
350	GRC	1954	7893.00	0
350	GRC	1955	7966.00	0
350	GRC	1956	8031.00	0
350	GRC	1957	8096.00	0
350	GRC	1958	8173.00	0
350	GRC	1959	8258.00	0
350	GRC	1960	8327.00	0
350	GRC	1961	8398.00	0
350	GRC	1962	8448.00	0
350	GRC	1963	8480.00	0
350	GRC	1964	8510.00	0
350	GRC	1965	8550.00	0
350	GRC	1966	8614.00	0
350	GRC	1967	8716.00	0
350	GRC	1968	8741.00	0
350	GRC	1969	8773.00	0
350	GRC	1970	8793.00	0
350	GRC	1971	8831.00	0
350	GRC	1972	8889.00	0
350	GRC	1973	8929.00	0
350	GRC	1974	8962.00	0
350	GRC	1975	9047.00	0
350	GRC	1976	9167.00	0
350	GRC	1977	9308.00	0
350	GRC	1978	9430.00	0
350	GRC	1979	9548.00	0
350	GRC	1980	9643.00	0
350	GRC	1981	9729.00	0
350	GRC	1982	9790.00	0
350	GRC	1983	9847.00	0
350	GRC	1984	9896.00	0
350	GRC	1985	9934.00	0
350	GRC	1986	9967.00	0
350	GRC	1987	10001.00	0
350	GRC	1988	10037.00	0
350	GRC	1989	10090.00	0
350	GRC	1990	10161.00	0
350	GRC	1991	10247.00	0
350	GRC	1992	10322.00	0
350	GRC	1993	10379.00	0
350	GRC	1994	10426.00	0
350	GRC	1995	10454.00	0
350	GRC	1996	10475.00	0
350	GRC	1997	10522.00	0
350	GRC	1998	10600.00	0
350	GRC	1999	10626.00	0
350	GRC	2000	10645.00	0
350	GRC	2001	10645.00	0
350	GRC	2002	10645.00	3
350	GRC	2003	10645.00	3
350	GRC	2004	10645.00	3
352	CYP	1960	573.00	0
352	CYP	1961	579.00	0
352	CYP	1962	576.00	0
352	CYP	1963	582.00	0
352	CYP	1964	587.00	0
352	CYP	1965	591.00	0
352	CYP	1966	595.00	0
352	CYP	1967	599.00	0
352	CYP	1968	604.00	0
352	CYP	1969	609.00	0
352	CYP	1970	604.00	0
352	CYP	1971	606.00	0
352	CYP	1972	608.00	0
352	CYP	1973	619.00	0
352	CYP	1974	641.00	0
352	CYP	1975	610.00	0
352	CYP	1976	599.00	0
352	CYP	1977	598.00	0
352	CYP	1978	601.00	0
352	CYP	1979	605.00	0
352	CYP	1980	611.00	0
352	CYP	1981	618.00	0
352	CYP	1982	624.00	0
352	CYP	1983	632.00	0
352	CYP	1984	640.00	0
352	CYP	1985	647.00	0
352	CYP	1986	650.00	0
352	CYP	1987	659.00	0
352	CYP	1988	664.00	0
352	CYP	1989	671.00	0
352	CYP	1990	681.00	0
352	CYP	1991	693.00	0
352	CYP	1992	706.00	0
352	CYP	1993	718.00	0
352	CYP	1994	726.00	0
352	CYP	1995	733.00	0
352	CYP	1996	738.00	0
352	CYP	1997	766.00	0
352	CYP	1998	771.00	0
352	CYP	1999	778.00	0
352	CYP	2000	786.00	0
352	CYP	2001	786.00	0
352	CYP	2002	814.20	1
352	CYP	2003	848.81	3
352	CYP	2004	884.89	3
355	BUL	1878	2710.26	3
355	BUL	1879	2749.77	3
355	BUL	1880	2789.86	3
355	BUL	1881	2830.54	3
355	BUL	1882	2871.81	3
355	BUL	1883	2913.68	3
355	BUL	1884	2956.16	3
355	BUL	1885	2999.25	3
355	BUL	1886	3042.98	3
355	BUL	1887	3087.35	3
355	BUL	1888	3132.36	3
355	BUL	1889	3178.03	3
355	BUL	1890	3224.36	3
355	BUL	1891	3271.37	3
355	BUL	1892	3319.06	3
355	BUL	1893	3367.45	3
355	BUL	1894	3416.55	3
355	BUL	1895	3466.36	3
355	BUL	1896	3516.90	3
355	BUL	1897	3568.17	3
355	BUL	1898	3620.19	3
355	BUL	1899	3672.97	3
355	BUL	1900	3726.52	3
355	BUL	1901	3780.85	3
355	BUL	1902	3835.97	3
355	BUL	1903	3891.90	3
355	BUL	1904	3948.64	3
355	BUL	1905	4006.21	3
355	BUL	1906	4064.62	3
355	BUL	1907	4123.88	3
355	BUL	1908	4184.00	0
355	BUL	1909	4245.00	0
355	BUL	1910	4310.00	0
355	BUL	1911	4370.00	0
355	BUL	1912	4430.00	0
355	BUL	1913	4500.00	0
355	BUL	1914	4850.00	0
355	BUL	1915	4900.00	0
355	BUL	1916	5000.00	0
355	BUL	1917	5050.00	0
355	BUL	1918	5100.00	0
355	BUL	1919	5150.00	0
355	BUL	1920	4820.00	0
355	BUL	1921	4900.00	0
355	BUL	1922	5000.00	0
355	BUL	1923	5100.00	0
355	BUL	1924	5210.00	0
355	BUL	1925	5310.00	0
355	BUL	1926	5420.00	0
355	BUL	1927	5510.00	0
355	BUL	1928	5590.00	0
355	BUL	1929	5660.00	0
355	BUL	1930	5730.00	0
355	BUL	1931	5810.00	0
355	BUL	1932	5880.00	0
355	BUL	1933	5960.00	0
355	BUL	1934	6040.00	0
355	BUL	1935	6100.00	0
355	BUL	1936	6150.00	0
355	BUL	1937	6200.00	0
355	BUL	1938	6250.00	0
355	BUL	1939	6290.00	0
355	BUL	1940	6340.00	0
355	BUL	1941	6700.00	0
355	BUL	1942	6770.00	0
355	BUL	1943	6830.00	0
355	BUL	1944	6880.00	0
355	BUL	1945	6940.00	0
355	BUL	1946	7000.00	0
355	BUL	1947	7060.00	0
355	BUL	1948	7130.00	0
355	BUL	1949	7195.00	0
355	BUL	1950	7251.00	0
355	BUL	1951	7258.00	0
355	BUL	1952	7275.00	0
355	BUL	1953	7346.00	0
355	BUL	1954	7423.00	0
355	BUL	1955	7499.00	0
355	BUL	1956	7576.00	0
355	BUL	1957	7651.00	0
355	BUL	1958	7728.00	0
355	BUL	1959	7798.00	0
355	BUL	1960	7867.00	0
355	BUL	1961	7943.00	0
355	BUL	1962	8013.00	0
355	BUL	1963	8078.00	0
355	BUL	1964	8144.00	0
355	BUL	1965	8201.00	0
355	BUL	1966	8258.00	0
355	BUL	1967	8310.00	0
355	BUL	1968	8370.00	0
355	BUL	1969	8434.00	0
355	BUL	1970	8490.00	0
355	BUL	1971	8536.00	0
355	BUL	1972	8576.00	0
355	BUL	1973	8621.00	0
355	BUL	1974	8679.00	0
355	BUL	1975	8721.00	0
355	BUL	1976	8759.00	0
355	BUL	1977	8804.00	0
355	BUL	1978	8814.00	0
355	BUL	1979	8826.00	0
355	BUL	1980	8862.00	0
355	BUL	1981	8891.00	0
355	BUL	1982	8917.00	0
355	BUL	1983	8940.00	0
355	BUL	1984	8961.00	0
355	BUL	1985	8960.00	0
355	BUL	1986	8958.00	0
355	BUL	1987	8971.00	0
355	BUL	1988	8981.00	0
355	BUL	1989	8989.00	0
355	BUL	1990	8991.00	0
355	BUL	1991	8982.00	0
355	BUL	1992	8540.00	0
355	BUL	1993	8472.00	0
355	BUL	1994	8444.00	0
355	BUL	1995	8406.00	0
355	BUL	1996	8356.00	0
355	BUL	1997	8306.00	0
355	BUL	1998	8336.00	0
355	BUL	1999	8279.00	0
355	BUL	2000	8225.00	0
355	BUL	2001	8225.00	0
355	BUL	2002	8225.00	3
355	BUL	2003	8225.00	3
355	BUL	2004	8225.00	3
359	MLD	1991	4363.00	0
359	MLD	1992	4348.00	0
359	MLD	1993	4348.00	0
359	MLD	1994	4348.00	0
359	MLD	1995	4348.00	0
359	MLD	1996	4327.00	0
359	MLD	1997	4312.00	0
359	MLD	1998	4378.00	0
359	MLD	1999	4380.00	0
359	MLD	2000	4380.00	0
359	MLD	2001	4380.00	0
359	MLD	2002	4380.00	3
359	MLD	2003	4380.00	3
359	MLD	2004	4380.00	3
360	RUM	1878	4480.00	0
360	RUM	1879	4510.00	0
360	RUM	1880	4540.00	0
360	RUM	1881	4580.00	0
360	RUM	1882	4660.00	0
360	RUM	1883	4730.00	0
360	RUM	1884	4820.00	0
360	RUM	1885	4910.00	0
360	RUM	1886	5000.00	0
360	RUM	1887	5080.00	0
360	RUM	1888	5140.00	0
360	RUM	1889	5220.00	0
360	RUM	1890	5290.00	0
360	RUM	1891	5360.00	0
360	RUM	1892	5410.00	0
360	RUM	1893	5460.00	0
360	RUM	1894	5520.00	0
360	RUM	1895	5590.00	0
360	RUM	1896	5670.00	0
360	RUM	1897	5750.00	0
360	RUM	1898	5830.00	0
360	RUM	1899	5910.00	0
360	RUM	1900	6000.00	0
360	RUM	1901	6090.00	0
360	RUM	1902	6160.00	0
360	RUM	1903	6250.00	0
360	RUM	1904	6340.00	0
360	RUM	1905	6440.00	0
360	RUM	1906	6530.00	0
360	RUM	1907	6630.00	0
360	RUM	1908	6730.00	0
360	RUM	1909	6820.00	0
360	RUM	1910	6966.00	0
360	RUM	1911	7087.00	0
360	RUM	1912	7234.00	0
360	RUM	1913	7352.00	0
360	RUM	1914	7756.00	0
360	RUM	1915	8268.00	0
360	RUM	1916	8845.00	0
360	RUM	1917	9102.00	0
360	RUM	1918	9469.00	0
360	RUM	1919	9722.00	0
360	RUM	1920	15541.00	0
360	RUM	1921	15728.00	0
360	RUM	1922	15971.00	0
360	RUM	1923	16208.00	0
360	RUM	1924	16446.00	0
360	RUM	1925	16687.00	0
360	RUM	1926	16926.00	0
360	RUM	1927	17148.00	0
360	RUM	1928	17390.00	0
360	RUM	1929	17638.00	0
360	RUM	1930	17888.00	0
360	RUM	1931	18166.00	0
360	RUM	1932	18426.00	0
360	RUM	1933	18652.00	0
360	RUM	1934	18914.00	0
360	RUM	1935	19088.00	0
360	RUM	1936	19318.00	0
360	RUM	1937	19530.00	0
360	RUM	1938	19750.00	0
360	RUM	1939	19930.00	0
360	RUM	1940	15910.00	0
360	RUM	1941	13550.00	0
360	RUM	1942	13610.00	0
360	RUM	1943	13610.00	0
360	RUM	1944	13700.00	0
360	RUM	1945	13680.00	0
360	RUM	1946	15790.00	0
360	RUM	1947	15850.00	0
360	RUM	1948	15893.00	0
360	RUM	1949	16084.00	0
360	RUM	1950	16311.00	0
360	RUM	1951	16464.00	0
360	RUM	1952	16630.00	0
360	RUM	1953	16847.00	0
360	RUM	1954	17040.00	0
360	RUM	1955	17325.00	0
360	RUM	1956	17583.00	0
360	RUM	1957	17829.00	0
360	RUM	1958	18056.00	0
360	RUM	1959	18226.00	0
360	RUM	1960	18403.00	0
360	RUM	1961	18567.00	0
360	RUM	1962	18681.00	0
360	RUM	1963	18813.00	0
360	RUM	1964	18927.00	0
360	RUM	1965	19027.00	0
360	RUM	1966	19141.00	0
360	RUM	1967	19285.00	0
360	RUM	1968	19721.00	0
360	RUM	1969	20010.00	0
360	RUM	1970	20253.00	0
360	RUM	1971	20470.00	0
360	RUM	1972	20663.00	0
360	RUM	1973	20828.00	0
360	RUM	1974	21029.00	0
360	RUM	1975	21245.00	0
360	RUM	1976	21446.00	0
360	RUM	1977	21658.00	0
360	RUM	1978	21855.00	0
360	RUM	1979	22048.00	0
360	RUM	1980	22201.00	0
360	RUM	1981	22353.00	0
360	RUM	1982	22478.00	0
360	RUM	1983	22553.00	0
360	RUM	1984	22625.00	0
360	RUM	1985	22725.00	0
360	RUM	1986	22823.00	0
360	RUM	1987	22940.00	0
360	RUM	1988	23054.00	0
360	RUM	1989	23152.00	0
360	RUM	1990	23207.00	0
360	RUM	1991	23185.00	0
360	RUM	1992	22789.00	0
360	RUM	1993	22755.00	0
360	RUM	1994	22731.00	0
360	RUM	1995	22681.00	0
360	RUM	1996	22608.00	0
360	RUM	1997	22565.00	0
360	RUM	1998	22474.00	0
360	RUM	1999	22402.00	0
360	RUM	2000	22327.00	0
360	RUM	2001	22326.00	0
360	RUM	2002	22325.00	3
360	RUM	2003	22324.00	3
360	RUM	2004	22323.00	3
365	RUS	1816	45900.00	0
365	RUS	1817	46600.00	0
365	RUS	1818	47200.00	0
365	RUS	1819	47900.00	0
365	RUS	1820	48600.00	0
365	RUS	1821	49300.00	0
365	RUS	1822	50100.00	0
365	RUS	1823	50800.00	0
365	RUS	1824	51500.00	0
365	RUS	1825	52300.00	0
365	RUS	1826	53000.00	0
365	RUS	1827	53800.00	0
365	RUS	1828	54600.00	0
365	RUS	1829	55300.00	0
365	RUS	1830	56100.00	0
365	RUS	1831	56900.00	0
365	RUS	1832	57700.00	0
365	RUS	1833	58500.00	0
365	RUS	1834	59300.00	0
365	RUS	1835	60200.00	0
365	RUS	1836	60600.00	0
365	RUS	1837	61000.00	0
365	RUS	1838	61500.00	0
365	RUS	1839	61900.00	0
365	RUS	1840	62400.00	0
365	RUS	1841	62900.00	0
365	RUS	1842	63500.00	0
365	RUS	1843	64000.00	0
365	RUS	1844	64600.00	0
365	RUS	1845	65200.00	0
365	RUS	1846	65800.00	0
365	RUS	1847	66500.00	0
365	RUS	1848	67100.00	0
365	RUS	1849	67800.00	0
365	RUS	1850	68500.00	0
365	RUS	1851	69000.00	0
365	RUS	1852	69500.00	0
365	RUS	1853	70100.00	0
365	RUS	1854	70600.00	0
365	RUS	1855	71100.00	0
365	RUS	1856	71600.00	0
365	RUS	1857	72100.00	0
365	RUS	1858	72800.00	0
365	RUS	1859	73900.00	0
365	RUS	1860	74100.00	0
365	RUS	1861	73600.00	0
365	RUS	1862	73800.00	0
365	RUS	1863	74300.00	0
365	RUS	1864	74700.00	0
365	RUS	1865	75100.00	0
365	RUS	1866	76500.00	0
365	RUS	1867	79900.00	0
365	RUS	1868	81900.00	0
365	RUS	1869	83400.00	0
365	RUS	1870	84500.00	0
365	RUS	1871	85400.00	0
365	RUS	1872	86600.00	0
365	RUS	1873	87900.00	0
365	RUS	1874	89900.00	0
365	RUS	1875	90200.00	0
365	RUS	1876	91400.00	0
365	RUS	1877	92200.00	0
365	RUS	1878	93000.00	0
365	RUS	1879	95300.00	0
365	RUS	1880	97700.00	0
365	RUS	1881	100000.00	0
365	RUS	1882	102400.00	0
365	RUS	1883	104700.00	0
365	RUS	1884	106700.00	0
365	RUS	1885	108800.00	0
365	RUS	1886	110900.00	0
365	RUS	1887	113100.00	0
365	RUS	1888	115300.00	0
365	RUS	1889	116600.00	0
365	RUS	1890	117800.00	0
365	RUS	1891	119000.00	0
365	RUS	1892	120200.00	0
365	RUS	1893	121500.00	0
365	RUS	1894	122700.00	0
365	RUS	1895	123900.00	0
365	RUS	1896	125100.00	0
365	RUS	1897	126400.00	0
365	RUS	1898	128400.00	0
365	RUS	1899	130300.00	0
365	RUS	1900	132900.00	0
365	RUS	1901	134800.00	0
365	RUS	1902	136600.00	0
365	RUS	1903	139100.00	0
365	RUS	1904	141600.00	0
365	RUS	1905	143900.00	0
365	RUS	1906	146400.00	0
365	RUS	1907	149100.00	0
365	RUS	1908	152500.00	0
365	RUS	1909	157100.00	0
365	RUS	1910	160700.00	0
365	RUS	1911	163900.00	0
365	RUS	1912	167900.00	0
365	RUS	1913	170900.00	0
365	RUS	1914	175100.00	0
365	RUS	1915	178900.00	0
365	RUS	1916	181500.00	0
365	RUS	1917	184600.00	0
365	RUS	1918	143450.00	0
365	RUS	1919	142265.00	0
365	RUS	1920	139675.00	0
365	RUS	1921	136876.00	0
365	RUS	1922	136508.00	0
365	RUS	1923	136102.00	0
365	RUS	1924	137674.00	0
365	RUS	1925	140619.00	0
365	RUS	1926	143760.00	0
365	RUS	1927	147135.00	0
365	RUS	1928	150004.00	0
365	RUS	1929	152774.00	0
365	RUS	1930	154919.00	0
365	RUS	1931	156701.00	0
365	RUS	1932	158094.00	0
365	RUS	1933	158168.00	0
365	RUS	1934	159156.00	0
365	RUS	1935	160049.00	0
365	RUS	1936	161272.00	0
365	RUS	1937	163388.00	0
365	RUS	1938	166859.00	0
365	RUS	1939	170315.00	0
365	RUS	1940	194077.00	0
365	RUS	1941	196659.00	0
365	RUS	1942	193800.00	0
365	RUS	1943	188100.00	0
365	RUS	1944	182500.00	0
365	RUS	1945	177300.00	0
365	RUS	1946	174000.00	0
365	RUS	1947	173600.00	0
365	RUS	1948	178000.00	0
365	RUS	1949	175000.00	0
365	RUS	1950	180075.00	0
365	RUS	1951	183190.00	0
365	RUS	1952	186377.00	0
365	RUS	1953	189490.00	0
365	RUS	1954	192709.00	0
365	RUS	1955	196159.00	0
365	RUS	1956	199658.00	0
365	RUS	1957	203169.00	0
365	RUS	1958	206775.00	0
365	RUS	1959	210498.00	0
365	RUS	1960	214329.00	0
365	RUS	1961	218145.00	0
365	RUS	1962	221730.00	0
365	RUS	1963	225063.00	0
365	RUS	1964	228149.00	0
365	RUS	1965	230936.00	0
365	RUS	1966	233533.00	0
365	RUS	1967	235994.00	0
365	RUS	1968	238316.00	0
365	RUS	1969	240554.00	0
365	RUS	1970	242767.00	0
365	RUS	1971	245110.00	0
365	RUS	1972	247501.00	0
365	RUS	1973	249802.00	0
365	RUS	1974	252131.00	0
365	RUS	1975	254469.00	0
365	RUS	1976	256760.00	0
365	RUS	1977	259029.00	0
365	RUS	1978	261253.00	0
365	RUS	1979	263404.00	0
365	RUS	1980	265484.00	0
365	RUS	1981	267622.00	0
365	RUS	1982	269901.00	0
365	RUS	1983	272368.00	0
365	RUS	1984	274874.00	0
365	RUS	1985	277334.00	0
365	RUS	1986	280016.00	0
365	RUS	1987	282830.00	0
365	RUS	1988	285419.00	0
365	RUS	1989	287630.00	0
365	RUS	1990	281344.00	0
365	RUS	1991	148245.00	0
365	RUS	1992	148310.00	0
365	RUS	1993	148146.00	0
365	RUS	1994	147968.00	0
365	RUS	1995	147774.00	0
365	RUS	1996	147739.00	0
365	RUS	1997	147105.00	0
365	RUS	1998	147434.00	0
365	RUS	1999	147196.00	0
365	RUS	2000	146934.00	0
365	RUS	2001	146933.00	0
365	RUS	2002	146932.00	3
365	RUS	2003	146931.00	3
365	RUS	2004	146930.00	3
366	EST	1918	1103.00	0
366	EST	1919	1105.00	0
366	EST	1920	1107.00	0
366	EST	1921	1109.00	0
366	EST	1922	1111.00	0
366	EST	1923	1112.00	0
366	EST	1924	1114.00	0
366	EST	1925	1115.00	0
366	EST	1926	1117.00	0
366	EST	1927	1117.00	0
366	EST	1928	1117.00	0
366	EST	1929	1117.00	0
366	EST	1930	1117.00	0
366	EST	1931	1117.00	0
366	EST	1932	1120.00	0
366	EST	1933	1123.00	0
366	EST	1934	1126.00	0
366	EST	1935	1129.00	0
366	EST	1936	1132.00	0
366	EST	1937	1135.00	0
366	EST	1938	1138.00	0
366	EST	1939	1141.00	0
366	EST	1940	1144.00	0
366	EST	1991	1566.00	0
366	EST	1992	1544.00	0
366	EST	1993	1517.00	0
366	EST	1994	1499.00	0
366	EST	1995	1484.00	0
366	EST	1996	1469.00	0
366	EST	1997	1455.00	0
366	EST	1998	1429.00	0
366	EST	1999	1412.00	0
366	EST	2000	1396.00	0
366	EST	2001	1396.00	0
366	EST	2002	1396.00	3
366	EST	2003	1396.00	3
366	EST	2004	1396.00	3
367	LAT	1918	1596.00	0
